first_class,second_class,third_class
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.1 DriveIn,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
